-29.00,265,291,265,283,54272
-13.00,263,287,263,281,54272
3.00,263,287,263,281,54272
-21.00,264,288,263,281,58368
-21.00,264,288,264,281,54272
-37.00,265,289,264,282,54272
-37.00,262,287,262,280,54272
-37.00,264,288,264,281,54272
27.00,263,287,262,280,54272
-5.00,264,288,263,282,54272
-5.00,265,289,263,282,54272
-5.00,263,287,262,280,54272
27.00,264,288,263,282,54272
27.00,262,287,262,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,282,54272
-21.00,264,288,264,281,54272
-5.00,264,288,265,284,54272
11.00,263,287,262,280,54272
11.00,263,287,263,280,54272
-5.00,263,287,262,280,54272
11.00,263,287,262,280,54272
11.00,263,287,262,280,54272
27.00,263,287,262,280,54272
-21.00,264,288,263,281,54272
-21.00,263,287,262,280,54272
-21.00,264,288,264,282,54272
-5.00,263,287,262,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,282,54272
27.00,263,287,262,280,54272
27.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,280,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,263,286,262,280,54272
-53.00,262,287,262,280,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-53.00,262,286,262,280,54272
-53.00,263,288,263,281,54272
-53.00,263,288,263,281,54272
-37.00,263,287,262,280,54272
-69.00,263,288,263,281,54272
-69.00,263,288,263,281,54272
-69.00,263,287,263,281,54272
-21.00,263,288,263,281,54272
-21.00,262,287,262,280,54272
-53.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,263,287,263,280,54272
27.00,264,288,264,282,54272
27.00,265,289,264,282,54272
27.00,266,288,264,282,54272
59.00,264,288,263,281,54272
59.00,264,288,264,282,54272
27.00,265,288,264,282,54272
27.00,264,288,264,282,54272
27.00,264,288,263,281,54272
-5.00,266,289,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
27.00,263,287,262,280,54272
75.00,263,287,262,280,54272
75.00,263,287,262,280,54272
75.00,262,287,262,280,54272
59.00,263,287,262,280,54272
59.00,263,287,262,280,54272
43.00,263,288,263,281,54272
43.00,264,288,263,281,54272
43.00,263,286,263,282,54272
43.00,263,288,263,281,54272
11.00,263,288,263,281,54272
11.00,263,288,264,283,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,261,280,54272
-5.00,263,287,262,280,54272
-5.00,262,287,263,280,54272
27.00,263,287,263,280,54272
27.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-21.00,263,288,263,281,54272
-21.00,263,287,262,280,54272
-5.00,263,288,263,281,54272
-21.00,263,288,264,281,54272
-21.00,264,289,263,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,265,287,262,279,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
43.00,263,286,262,280,54272
27.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
27.00,263,286,262,280,54272
27.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,289,264,281,54272
-5.00,263,288,263,281,54272
11.00,263,288,263,281,54272
-69.00,264,290,265,281,54272
-69.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,281,54272
-5.00,263,288,263,281,54272
11.00,263,289,263,281,54272
11.00,262,287,262,280,54272
43.00,262,287,262,280,54272
-5.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
27.00,263,287,262,280,54272
27.00,263,287,262,280,54272
27.00,264,288,262,281,54272
27.00,263,288,263,281,54272
43.00,265,288,262,282,54272
43.00,263,288,263,281,54272
59.00,263,288,263,281,54272
59.00,264,288,264,281,54272
59.00,264,288,263,281,54272
75.00,264,288,263,281,54272
43.00,262,286,262,279,54272
43.00,263,288,263,281,54272
43.00,263,288,263,281,54272
59.00,262,286,262,280,54272
59.00,262,287,262,280,54272
59.00,266,287,262,280,54272
43.00,263,286,262,280,54272
43.00,263,286,262,280,54272
43.00,262,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,263,288,263,280,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,288,263,282,54272
-5.00,264,288,263,281,54272
-5.00,263,288,265,281,54272
11.00,265,288,263,281,54272
27.00,264,288,263,282,54272
27.00,264,288,264,280,54272
-53.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
-5.00,262,286,262,280,54272
-53.00,262,287,262,280,54272
-53.00,263,287,262,280,54272
-21.00,262,287,262,280,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,288,263,280,54272
43.00,264,288,263,281,54272
59.00,263,287,263,281,54272
59.00,263,288,262,280,54272
43.00,264,288,263,281,54272
43.00,264,288,264,283,54272
43.00,263,287,262,280,54272
-5.00,262,286,261,279,54272
-5.00,263,288,263,281,54272
27.00,263,288,263,281,54272
43.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,280,54272
27.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,282,54272
27.00,263,288,264,282,54272
11.00,263,288,263,280,54272
27.00,263,287,262,280,54272
27.00,262,286,262,279,54272
-5.00,264,288,263,281,54272
11.00,264,288,263,280,54272
11.00,262,288,263,281,54272
11.00,264,288,263,281,54272
-37.00,263,288,263,281,54272
-37.00,263,287,263,281,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,262,279,54272
-53.00,262,286,262,280,54272
-53.00,263,288,263,281,54272
11.00,263,288,263,281,54272
11.00,263,287,262,280,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,262,280,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
11.00,264,288,263,281,54272
11.00,262,287,262,281,54272
11.00,263,287,262,280,54272
-5.00,262,286,262,280,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
27.00,263,287,262,280,54272
43.00,263,287,262,280,54272
43.00,263,288,263,281,54272
27.00,263,287,262,280,54272
43.00,263,288,263,281,54272
43.00,264,288,263,281,54272
11.00,263,287,264,282,54272
27.00,264,288,263,281,54272
27.00,264,288,263,281,54272
-21.00,264,288,264,282,54272
-21.00,264,288,263,281,54272
-21.00,264,288,263,281,54272
11.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
59.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,288,263,281,54272
27.00,262,288,264,282,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-21.00,263,289,263,281,54272
-21.00,265,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,263,287,263,282,54272
43.00,263,288,264,281,54272
43.00,264,288,263,282,54272
-37.00,263,287,263,280,54272
-53.00,262,287,262,279,54272
-53.00,262,287,262,279,54272
-37.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-21.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,263,281,54272
-5.00,263,288,263,281,54272
11.00,264,288,263,281,54272
43.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,264,288,263,281,54272
27.00,263,288,263,281,54272
43.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-5.00,262,286,261,279,54272
-5.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
11.00,262,287,262,280,54272
-53.00,264,288,263,281,54272
-53.00,263,288,263,281,54272
-69.00,263,287,263,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
-5.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
11.00,264,287,263,280,54272
-21.00,264,288,263,281,54272
-21.00,263,288,263,281,54272
-5.00,262,287,262,280,54272
-21.00,262,286,261,280,54272
-21.00,263,287,262,280,54272
-5.00,263,287,262,280,54272
11.00,263,287,262,280,54272
11.00,263,287,262,280,54272
27.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,263,280,54272
-37.00,263,288,263,281,54272
-37.00,263,288,263,282,54272
-37.00,263,287,263,281,54272
-21.00,263,288,263,281,54272
-21.00,263,288,263,281,54272
-37.00,263,287,263,281,54272
-37.00,263,288,263,281,54272
-37.00,264,288,263,281,54272
-5.00,262,287,262,280,54272
11.00,262,286,261,279,54272
11.00,263,287,262,280,54272
11.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
-37.00,262,287,262,280,54272
11.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,281,54272
43.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,262,281,54272
43.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,263,287,263,280,54272
11.00,264,288,263,281,54272
43.00,264,288,264,281,54272
43.00,262,287,262,280,54272
-5.00,262,286,262,279,54272
-53.00,262,287,262,280,54272
-53.00,263,288,263,281,54272
-69.00,263,288,263,281,54272
-69.00,265,288,262,281,54272
-53.00,263,288,263,281,54272
-53.00,263,288,263,281,54272
-53.00,264,288,263,281,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,263,288,264,282,54272
-5.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-21.00,263,287,262,280,54272
-21.00,263,288,263,281,54272
-37.00,264,288,263,281,54272
-37.00,263,287,262,280,54272
11.00,263,288,263,281,54272
59.00,263,288,263,281,54272
59.00,263,288,262,280,54272
27.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,263,287,262,280,54272
43.00,262,287,262,280,54272
11.00,263,287,262,281,54272
11.00,265,289,264,283,54272
-21.00,264,290,266,284,54272
-37.00,265,289,265,283,54272
-37.00,266,290,264,283,54272
-21.00,265,289,264,282,54272
-21.00,265,289,264,282,54272
11.00,264,289,264,282,54272
11.00,263,288,263,281,54272
11.00,264,288,263,281,54272
-5.00,265,289,264,281,54272
-21.00,264,288,263,281,54272
-21.00,262,287,262,280,54272
-37.00,264,288,263,281,54272
11.00,263,288,263,281,54272
11.00,265,289,264,281,54272
-5.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
-5.00,265,289,264,282,54272
43.00,263,288,263,281,54272
59.00,264,288,263,281,54272
59.00,264,288,264,282,54272
-5.00,263,288,263,281,54272
43.00,263,288,263,281,54272
43.00,263,287,262,280,54272
-21.00,262,286,261,279,54272
-53.00,264,288,263,281,54272
-53.00,264,288,263,281,54272
-53.00,264,288,263,282,54272
-5.00,263,288,263,281,54272
-5.00,263,288,264,281,54272
-5.00,263,289,264,282,54272
27.00,264,288,264,280,54272
27.00,263,288,263,281,54272
-5.00,265,289,264,282,54272
-5.00,264,288,263,281,54272
-5.00,264,288,263,281,54272
-21.00,263,287,263,280,54272
-21.00,262,286,261,279,54272
-21.00,262,287,262,280,54272
11.00,262,287,262,280,54272
11.00,263,287,262,280,54272
59.00,262,287,262,280,54272
27.00,262,287,262,280,54272
27.00,263,287,262,280,54272
-5.00,263,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,289,264,282,54272
27.00,263,288,263,281,54272
43.00,263,288,263,281,54272
43.00,263,288,263,281,54272
75.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,263,287,264,282,54272
11.00,263,288,263,281,54272
-5.00,263,288,263,281,54272
-5.00,263,287,262,280,54272
-53.00,262,286,262,280,54272
-21.00,263,287,262,280,54272
-21.00,263,288,263,281,54272
27.00,263,289,264,282,54272
27.00,264,288,262,282,54272
27.00,263,288,263,280,54272
11.00,263,288,263,281,54272
11.00,264,288,265,282,54272
-5.00,263,288,263,281,54272
11.00,264,288,263,281,54272
11.00,264,288,263,281,54272
11.00,264,289,264,282,54272
27.00,262,286,262,280,54272
27.00,263,287,262,280,54272
59.00,262,287,262,280,54272
43.00,263,287,263,280,54272
43.00,263,287,262,280,54272
-21.00,263,287,262,280,54272
-21.00,262,287,262,280,54272
-21.00,263,288,263,281,54272
-21.00,264,288,263,281,54272
-5.00,265,289,264,281,54272
-5.00,264,290,263,281,54272
-5.00,264,288,263,281,54272
-5.00,265,289,264,282,54272
-5.00,263,288,263,281,54272
-5.00,264,288,263,281,54272
27.00,263,288,263,281,54272
27.00,264,288,263,281,54272
27.00,263,287,262,280,54272
43.00,262,286,262,280,54272
43.00,263,287,262,280,54272
-5.00,262,287,262,280,54272
-5.00,262,287,262,280,54272
-37.00,263,287,262,280,54272
